Text,Type,Valence,Intensity,Controllability,Utility,Timestamp
"Jeg afprøvede en drøm om at blive tatovør, men det skulle ikke være mig lige nu.",Complex sentences,4,-4,3,4,Fri Dec 20 2019 12:56:59 GMT+0100 (CET)
Du er måske udmattet af hverdagen?,Questions,4,-3,3,3,Fri Dec 20 2019 12:56:59 GMT+0100 (CET)
"Jeg ved ikke, hvornår det har gået bedre.",Simple positive,4,-5,4,3,Fri Dec 20 2019 12:56:59 GMT+0100 (CET)
Det er mere praktisk at flyve.,Not question,4,-4,4,4,Fri Dec 20 2019 12:57:00 GMT+0100 (CET)
Han er også lidt sød.,After but,4,-4,3,4,Fri Dec 20 2019 12:57:00 GMT+0100 (CET)
"Jeg ville have stået op hele tiden, men jeg blev træt halvvejs og satte mig ned.",With but,3,-3,2,2,Fri Dec 20 2019 12:57:00 GMT+0100 (CET)
Hun klarede det nu meget godt.,After but,4,-3,4,3,Fri Dec 20 2019 12:57:00 GMT+0100 (CET)
Du har nogle gode idéer.,After but,5,-5,4,5,Fri Dec 20 2019 12:57:01 GMT+0100 (CET)
"Jeg er blank, men du har nogle gode idéer.",With but,5,-4,4,4,Fri Dec 20 2019 12:57:01 GMT+0100 (CET)
"Jeg synes, det er helt vidunderligt og glæder mig MEGET over alt det skønne og humørfyldte, der er dukket frem i byen gennem de senere år.",Complex sentences,5,-5,5,5,Fri Dec 20 2019 12:57:01 GMT+0100 (CET)
Jeg havde ikke forventet mere.,Simple negative,2,-2,3,3,Fri Dec 20 2019 12:57:01 GMT+0100 (CET)
"Det var det, vi snakkede om.",Complex sentences,2,-2,2,2,Fri Dec 20 2019 12:57:02 GMT+0100 (CET)
Det skal vi se.,Simple positive,3,-2,3,3,Fri Dec 20 2019 12:57:02 GMT+0100 (CET)
"Jeg tror ikke, hun har forstået det, men hun klarede det nu meget godt.",With but,3,-4,3,3,Fri Dec 20 2019 12:57:02 GMT+0100 (CET)
Der var beskidt.,Before but,-2,1,-1,-2,Fri Dec 20 2019 14:09:16 GMT+0100 (CET)
"Når alle udgifter og indtægter er gjort op, viser budgetopfølgningen, at året forventes at slutte med god balance i regnskabet.",Complex sentences,1,0,2,3,Fri Dec 20 2019 14:09:17 GMT+0100 (CET)
Du har viljestyrke og charme tilovers.,Not question,3,1,2,3,Fri Dec 20 2019 14:09:17 GMT+0100 (CET)
"Jeg synes nu alligevel, at vi skulle tage og prøve.",Complex sentences,0,0,2,0,Fri Dec 20 2019 14:09:17 GMT+0100 (CET)
"Der var beskidt, men vi havde det godt.",With but,1,0,3,2,Fri Dec 20 2019 14:09:18 GMT+0100 (CET)
"Han kunne godt have givet en hånd med, men han havde ikke lyst.",With but,-1,0,-1,-2,Fri Dec 20 2019 14:09:19 GMT+0100 (CET)
Det havde jeg glemt.,Simple negative,-1,1,-1,-1,Fri Dec 20 2019 14:09:19 GMT+0100 (CET)
Han kan hoppe højt.,Before but,0,0,0,0,Fri Dec 20 2019 14:09:19 GMT+0100 (CET)
Jeg kan lide at tale med dem.,Simple positive,2,0,2,2,Fri Dec 20 2019 14:09:20 GMT+0100 (CET)
Det tror jeg ikke på.,Before but,-1,1,-1,-1,Fri Dec 20 2019 14:09:20 GMT+0100 (CET)
"Jeg afprøvede en drøm om at blive tatovør, men det skulle ikke være mig lige nu.",Complex sentences,0,0,0,0,Fri Dec 20 2019 14:09:21 GMT+0100 (CET)
"Der var beskidt, men vi havde det godt.",With but,1,-1,2,2,Fri Dec 20 2019 14:09:21 GMT+0100 (CET)
Jeg har ikke købt billetter.,Simple negative,0,0,0,0,Fri Dec 20 2019 14:09:21 GMT+0100 (CET)
Det skal ikke komme flere til gavn.,Simple negative,-2,1,-2,-2,Fri Dec 20 2019 14:09:22 GMT+0100 (CET)
Han kan ikke løbe særlig hurtigt.,After but,0,0,0,0,Fri Dec 20 2019 14:09:22 GMT+0100 (CET)
Det er sjovt.,Simple positive,3,3,2,3,Fri Dec 20 2019 14:09:22 GMT+0100 (CET)
Han kan ikke løbe særlig hurtigt.,After but,0,0,0,0,Fri Dec 20 2019 14:09:23 GMT+0100 (CET)
"Jeg håber virkelig ikke, at vi vinder prisen.",Simple negative,-2,-1,-2,-2,Fri Dec 20 2019 14:09:23 GMT+0100 (CET)
Fuck hvor er det bare ikke sjovt.,Simple negative,-4,2,-2,-3,Fri Dec 20 2019 14:09:23 GMT+0100 (CET)
Jeg blev træt halvvejs og satte mig ned.,After but,-1,-1,-1,-1,Fri Dec 20 2019 14:09:24 GMT+0100 (CET)
"Det tror jeg ikke på, men jeg har ikke en bedre forklaring selv.",With but,-1,-2,-1,-1,Fri Dec 20 2019 15:13:59 GMT+0100 (CET)
Han kan ikke løbe særlig hurtigt.,After but,0,0,0,0,Fri Dec 20 2019 15:13:59 GMT+0100 (CET)
Han er lidt dum.,Before but,0,0,0,0,Fri Dec 20 2019 15:14:00 GMT+0100 (CET)
Folk er bare fulde af kærlighed.,Simple positive,-1,0,0,-1,Fri Dec 20 2019 15:14:00 GMT+0100 (CET)
"Hvis du ikke kan forstå mine beskeder, kan du så forstå denne?",Questions,-1,-1,0,-1,Fri Dec 20 2019 15:14:01 GMT+0100 (CET)
Jeg tog fejl.,Simple negative,5,5,5,5,Fri Dec 20 2019 15:14:01 GMT+0100 (CET)
"Jeg havde det super sjovt, men så blev jeg syg.",With but,-1,0,0,0,Fri Dec 20 2019 15:14:01 GMT+0100 (CET)
Du vil med ind og se ham.,Not question,1,0,0,0,Fri Dec 20 2019 15:14:01 GMT+0100 (CET)
"Han er lidt dum, men han er også lidt sød.",With but,5,2,1,3,Fri Dec 20 2019 15:14:02 GMT+0100 (CET)
Må den stakkels landmand ikke få en traktor?,Questions,0,0,0,0,Fri Dec 20 2019 15:14:02 GMT+0100 (CET)
"Hun er ikke i tvivl om, at det er opbakningen, som har fået hende på rette spor.",Complex sentences,5,4,4,5,Fri Dec 20 2019 15:14:02 GMT+0100 (CET)
Betjeningen var elendig.,After but,-1,0,0,1,Fri Dec 20 2019 15:14:03 GMT+0100 (CET)
"Maden var god, men betjeningen var elendig.",With but,1,0,0,0,Fri Dec 20 2019 15:14:03 GMT+0100 (CET)
"Jeg er heller ikke i tvivl om, at de besøgende turister er begejstret.",Simple positive,5,5,5,5,Fri Dec 20 2019 15:14:03 GMT+0100 (CET)
Du vil ikke lave det igen.,Not question,5,4,4,4,Fri Dec 20 2019 15:14:03 GMT+0100 (CET)
Dét kan jeg ikke grine af.,Simple negative,-5,-2,-2,-3,Fri Dec 20 2019 15:14:04 GMT+0100 (CET)
"Jeg havde det super sjovt, men så blev jeg syg.",With but,0,0,0,0,Fri Dec 20 2019 15:14:04 GMT+0100 (CET)
Han er også lidt sød.,After but,3,3,3,3,Fri Dec 20 2019 15:14:04 GMT+0100 (CET)
Jeg kan lige se det for mig!,Simple positive,5,5,5,5,Fri Dec 20 2019 15:14:05 GMT+0100 (CET)
"Hvad siger du til, at snuppe en øl med mig?",Questions,5,4,4,4,Fri Dec 20 2019 15:14:05 GMT+0100 (CET)
Han er også lidt sød.,After but,2,-3,2,2,Fri Dec 20 2019 16:43:24 GMT+0100 (CET)
Før var du sjov.,Before but,-3,2,-3,-3,Fri Dec 20 2019 16:43:24 GMT+0100 (CET)
Jeg havde det super sjovt.,Before but,5,2,4,4,Fri Dec 20 2019 16:43:24 GMT+0100 (CET)
Hvem har flyttet den?,Questions,0,3,-3,-3,Fri Dec 20 2019 16:43:25 GMT+0100 (CET)
Du har viljestyrke og charme tilovers.,Not question,4,-3,2,3,Fri Dec 20 2019 16:43:26 GMT+0100 (CET)
"Maden var god, men betjeningen var elendig.",With but,0,3,-2,-2,Fri Dec 20 2019 16:43:26 GMT+0100 (CET)
Har du det godt?,Questions,-1,2,-1,-1,Fri Dec 20 2019 16:43:27 GMT+0100 (CET)
Jeg havde det super sjovt.,Before but,5,-3,3,3,Fri Dec 20 2019 16:43:28 GMT+0100 (CET)
De er ikke sure.,Simple positive,-3,2,-1,-2,Fri Dec 20 2019 16:43:28 GMT+0100 (CET)
Du burde gøre mere end at blande dig.,Complex sentences,-3,3,-3,-3,Fri Dec 20 2019 16:43:29 GMT+0100 (CET)
Det var da lige godt groft.,Simple negative,-3,3,-1,-1,Fri Dec 20 2019 16:43:29 GMT+0100 (CET)
Dét kan jeg godt grine af,Simple positive,0,0,0,0,Fri Dec 20 2019 16:43:30 GMT+0100 (CET)
Du har ikke brug for hjælp.,Not question,-2,2,-1,-4,Fri Dec 20 2019 16:43:31 GMT+0100 (CET)
Den her er satme ikke god.,Simple negative,-5,5,3,3,Fri Dec 20 2019 16:43:31 GMT+0100 (CET)
Betjeningen var elendig.,After but,-5,4,-1,-2,Fri Dec 20 2019 16:43:32 GMT+0100 (CET)
"Jeg kan mærke, at det er for længe siden.",Simple negative,-3,3,-3,0,Fri Dec 20 2019 16:43:32 GMT+0100 (CET)
Det var en stor succes!,Simple positive,5,-2,3,3,Fri Dec 20 2019 16:43:33 GMT+0100 (CET)
"Det er vokset hvert år, så jeg er da spændt på, hvor mange der kommer i år",Complex sentences,3,1,-2,0,Fri Dec 20 2019 16:43:34 GMT+0100 (CET)
"Jeg er blank, men du har nogle gode idéer.",With but,2,-2,1,3,Fri Dec 20 2019 16:43:34 GMT+0100 (CET)
De to søstre taler ikke sammen og ses sjældent.,Simple negative,0,0,0,0,Fri Dec 20 2019 16:43:35 GMT+0100 (CET)
Han havde ikke lyst.,After but,-3,1,2,-2,Fri Dec 20 2019 20:13:55 GMT+0100 (CET)
Jeg havde det super sjovt.,Before but,5,-4,5,5,Fri Dec 20 2019 20:13:56 GMT+0100 (CET)
Det skal vi da se.,Simple positive,4,-3,4,4,Fri Dec 20 2019 20:13:57 GMT+0100 (CET)
Det var en stor succes.,Simple positive,5,-3,4,5,Fri Dec 20 2019 20:13:57 GMT+0100 (CET)
"Hun er ikke i tvivl om, at det er opbakningen, som har fået hende på rette spor.",Complex sentences,5,-3,4,5,Fri Dec 20 2019 20:13:58 GMT+0100 (CET)
Du kommer i morgen.,Not question,-2,1,-2,-2,Fri Dec 20 2019 20:13:58 GMT+0100 (CET)
"Hun er ikke i tvivl om, at det er opbakningen, som har fået hende på rette spor.",Complex sentences,5,-2,4,5,Fri Dec 20 2019 20:13:59 GMT+0100 (CET)
Du burde gøre mere end bare at blande dig.,Complex sentences,-2,2,-2,-3,Fri Dec 20 2019 20:13:59 GMT+0100 (CET)
Vi havde det godt.,After but,3,-3,3,3,Fri Dec 20 2019 20:14:00 GMT+0100 (CET)
Det tror jeg ikke på.,Before but,-3,3,-2,-3,Fri Dec 20 2019 20:14:01 GMT+0100 (CET)
"Hun havde en god og tryg opvækst i barndommen, men som 12-13 årig havnede hun i det forkerte selskab.",Complex sentences,-4,0,-3,-3,Fri Dec 20 2019 20:14:01 GMT+0100 (CET)
programmet har givet anledning til panderynker.,Simple negative,-1,1,-2,0,Fri Dec 20 2019 20:14:02 GMT+0100 (CET)
Det tror jeg ikke på.,Before but,-2,1,-2,-2,Fri Dec 20 2019 20:14:02 GMT+0100 (CET)
"Jeg havde det super sjovt, men så blev jeg syg.",With but,-1,0,3,0,Fri Dec 20 2019 20:14:03 GMT+0100 (CET)
Det er bekymrende.,Simple negative,-2,2,-2,-1,Fri Dec 20 2019 20:14:04 GMT+0100 (CET)
Jeg er blank.,Before but,-1,1,-1,0,Fri Dec 20 2019 20:14:04 GMT+0100 (CET)
Er du også i gang?,Questions,3,-3,2,4,Fri Dec 20 2019 20:14:05 GMT+0100 (CET)
"Jeg tror, jeg fortsætter lidt endnu.",Simple positive,4,-3,4,4,Fri Dec 20 2019 20:14:05 GMT+0100 (CET)
Du vil ikke lade være.,Not question,-2,3,-2,-2,Fri Dec 20 2019 20:14:06 GMT+0100 (CET)
Det kan jeg ikke overskue.,Simple negative,-4,1,-2,-4,Fri Dec 20 2019 20:14:06 GMT+0100 (CET)
Vil du ikke lave det igen?,Questions,-2,2,-2,-2,Fri Dec 20 2019 21:25:27 GMT+0100 (CET)
"Det er vokset hvert år, så jeg er da spændt på, hvor mange der kommer i år",Complex sentences,4,3,3,3,Fri Dec 20 2019 21:25:27 GMT+0100 (CET)
Jeg er blank.,Before but,-3,2,-3,-3,Fri Dec 20 2019 21:25:28 GMT+0100 (CET)
Holder han ikke snart op?,Questions,-4,2,-4,-4,Fri Dec 20 2019 21:25:29 GMT+0100 (CET)
Vi er nødt til at have sandheden.,Simple positive,-2,2,-3,-3,Fri Dec 20 2019 21:25:29 GMT+0100 (CET)
"Når alle udgifter og indtægter er gjort op, viser budgetopfølgningen, at året forventes at slutte med god balance i regnskabet.",Complex sentences,4,-4,4,4,Fri Dec 20 2019 21:25:30 GMT+0100 (CET)
Vil du med ind og se ham?,Questions,2,3,-1,2,Fri Dec 20 2019 21:25:30 GMT+0100 (CET)
Deres favorit tæller også med.,Simple positive,-1,2,-2,-2,Fri Dec 20 2019 21:25:31 GMT+0100 (CET)
Den stakkels landmand må få en traktor.,Not question,1,-1,1,1,Fri Dec 20 2019 21:25:31 GMT+0100 (CET)
Jeg er blank.,Before but,-3,3,-3,-3,Fri Dec 20 2019 21:25:32 GMT+0100 (CET)
"Kæft, det er ikke sejt.",Simple negative,-4,3,-3,-3,Fri Dec 20 2019 21:25:32 GMT+0100 (CET)
Du har det godt.,Not question,3,-3,3,3,Fri Dec 20 2019 21:25:33 GMT+0100 (CET)
Det er en ære at komme i sådan et selskab.,Simple positive,3,3,2,3,Fri Dec 20 2019 21:25:33 GMT+0100 (CET)
Jeg havde det super sjovt.,Before but,4,-4,3,4,Fri Dec 20 2019 21:25:34 GMT+0100 (CET)
"Jeg tror ikke, hun har forstået det.",Before but,-2,3,-3,-3,Fri Dec 20 2019 21:25:34 GMT+0100 (CET)
Han kan ikke løbe særlig hurtigt.,After but,-2,2,-3,-3,Fri Dec 20 2019 21:25:35 GMT+0100 (CET)
Der er overhovedet ikke nogen der gider.,Not question,-4,3,-3,-4,Fri Dec 20 2019 21:25:35 GMT+0100 (CET)
Det er ikke sjovt.,Simple negative,-4,2,-3,-4,Fri Dec 20 2019 21:25:36 GMT+0100 (CET)
"Der er noget personligt, som du ikke har haft tid til.",Not question,-3,2,-4,-4,Fri Dec 20 2019 21:25:36 GMT+0100 (CET)
Du kan gøre plads til mere leg og kreativitet.,Not question,4,-1,2,4,Fri Dec 20 2019 21:25:37 GMT+0100 (CET)
Det er dig skat.,Not question,1,1,1,1,Sat Dec 21 2019 16:16:49 GMT+0100 (CET)
"Jeg ville have stået op hele tiden, men jeg blev træt halvvejs og satte mig ned.",With but,-2,-1,-1,-2,Sat Dec 21 2019 16:16:50 GMT+0100 (CET)
"Det er trist, når de helt små børn siger ord, de ikke selv forstår.",Complex sentences,-3,2,-2,-3,Sat Dec 21 2019 16:16:51 GMT+0100 (CET)
Det er da nogenlunde fornuftigt.,Simple positive,2,-3,2,2,Sat Dec 21 2019 16:16:52 GMT+0100 (CET)
Du kan huske den.,Not question,2,2,2,2,Sat Dec 21 2019 16:16:52 GMT+0100 (CET)
"Maden var god, men betjeningen var elendig.",With but,-2,3,-3,-2,Sat Dec 21 2019 16:16:53 GMT+0100 (CET)
"Jeg synes ikke, det er godt.",Simple negative,-3,3,-3,-3,Sat Dec 21 2019 16:16:54 GMT+0100 (CET)
Det kunne være ret sjovt.,Simple positive,3,-3,3,4,Sat Dec 21 2019 16:16:54 GMT+0100 (CET)
"Jeg ville have stået op hele tiden, men jeg blev træt halvvejs og satte mig ned.",With but,-2,1,-1,-2,Sat Dec 21 2019 16:16:55 GMT+0100 (CET)
Vi havde det godt.,After but,3,-3,3,3,Sat Dec 21 2019 16:16:56 GMT+0100 (CET)
Hvornår holder han op?,Questions,-2,3,-3,-2,Sat Dec 21 2019 16:16:56 GMT+0100 (CET)
Jeg har i mange år drømt om at have mere tid til at udforske min kunst og male.,Simple positive,2,-3,3,3,Sat Dec 21 2019 16:16:57 GMT+0100 (CET)
Min præmie er her.,Not question,3,-3,3,3,Sat Dec 21 2019 16:16:58 GMT+0100 (CET)
"Der var beskidt, men vi havde det godt.",With but,2,2,3,2,Sat Dec 21 2019 16:16:59 GMT+0100 (CET)
Hun klarede det nu meget godt.,After but,3,-3,3,3,Sat Dec 21 2019 16:16:59 GMT+0100 (CET)
De spiller stadig.,Not question,1,2,1,1,Sat Dec 21 2019 16:17:00 GMT+0100 (CET)
"Der var beskidt, men vi havde det godt.",With but,2,2,3,2,Sat Dec 21 2019 16:17:01 GMT+0100 (CET)
Jeg har forsøgt at få den idé ud i verden,Complex sentences,2,3,2,2,Sat Dec 21 2019 16:17:01 GMT+0100 (CET)
Det er ikke godt nyt.,Simple negative,-3,3,-2,-3,Sat Dec 21 2019 16:17:02 GMT+0100 (CET)
"Jeg tror ikke, hun har forstået det, men hun klarede det nu meget godt.",With but,3,-3,3,3,Sat Dec 21 2019 16:17:03 GMT+0100 (CET)
Han kunne tænke sig at hjælpe til.,Not question,5,5,4,5,Sat Dec 21 2019 18:43:31 GMT+0100 (CET)
"Jeg tror ikke, hun har forstået det, men hun klarede det nu meget godt.",With but,2,3,4,-2,Sat Dec 21 2019 18:43:31 GMT+0100 (CET)
Hvor gør I det skidt.,Simple negative,-5,-4,-2,-2,Sat Dec 21 2019 18:43:32 GMT+0100 (CET)
Skulle det nu også være kunst?,Questions,-5,0,0,-3,Sat Dec 21 2019 18:43:33 GMT+0100 (CET)
"Jeg synes nu alligevel, at vi skulle tage og prøve.",Complex sentences,5,5,4,5,Sat Dec 21 2019 18:43:33 GMT+0100 (CET)
Verdens kaffeproduktion er truet.,Simple negative,0,0,0,0,Sat Dec 21 2019 18:43:33 GMT+0100 (CET)
"Det var det, vi snakkede om.",Complex sentences,0,0,0,0,Sat Dec 21 2019 18:43:34 GMT+0100 (CET)
Du vil ikke begynde at lave det igen.,Not question,-2,0,-1,0,Sat Dec 21 2019 18:43:34 GMT+0100 (CET)
Jeg tog ikke fejl.,Simple positive,0,0,0,0,Sat Dec 21 2019 18:43:35 GMT+0100 (CET)
"I virkeligheden elsker jeg min bil, og jeg elsker at køre i den.",Simple positive,5,5,5,5,Sat Dec 21 2019 18:43:35 GMT+0100 (CET)
Hun klarede det nu meget godt.,After but,4,4,4,4,Sat Dec 21 2019 18:43:36 GMT+0100 (CET)
Ses på ikke fredag.,Simple negative,0,0,0,0,Sat Dec 21 2019 18:43:36 GMT+0100 (CET)
"Han kan hoppe højt, men han kan ikke løbe særlig hurtigt.",With but,0,0,0,0,Sat Dec 21 2019 18:43:37 GMT+0100 (CET)
Den bliver ikke dårlig.,Simple positive,5,5,4,4,Sat Dec 21 2019 18:43:37 GMT+0100 (CET)
Jeg blev træt halvvejs og satte mig ned.,After but,-1,2,2,3,Sat Dec 21 2019 18:43:38 GMT+0100 (CET)
"Der er faktisk mange ældre, der heller ikke taler så kønt, og de lægger nok ikke altid mærke til det selv.",Complex sentences,-3,1,0,1,Sat Dec 21 2019 18:43:38 GMT+0100 (CET)
"Der var beskidt, men vi havde det godt.",With but,-1,3,2,4,Sat Dec 21 2019 18:43:39 GMT+0100 (CET)
"Jeg håber virkelig ikke, at vi vinder prisen.",Simple negative,-2,-2,-2,-2,Sat Dec 21 2019 18:43:39 GMT+0100 (CET)
Han havde ikke lyst.,After but,0,0,0,0,Sat Dec 21 2019 18:43:40 GMT+0100 (CET)
Man kunne gøre det anderledes.,Not question,-1,-1,0,-1,Sat Dec 21 2019 18:43:40 GMT+0100 (CET)
Det er sjovt.,Simple positive,-2,2,-1,-2,Sun Dec 22 2019 21:41:30 GMT+0100 (CET)
Man kunne ikke gøre det anderledes.,Not question,-3,3,-2,-4,Sun Dec 22 2019 21:41:30 GMT+0100 (CET)
Du er måske udmattet af hverdagen?,Questions,1,-2,0,2,Sun Dec 22 2019 21:41:31 GMT+0100 (CET)
Vil du ikke nok lade være?,Questions,-3,3,4,-3,Sun Dec 22 2019 21:41:32 GMT+0100 (CET)
Vil du ikke lave det igen?,Questions,4,-3,4,4,Sun Dec 22 2019 21:41:32 GMT+0100 (CET)
Hun klarede det nu meget godt.,After but,4,-3,3,3,Sun Dec 22 2019 21:41:33 GMT+0100 (CET)
"Der er noget personligt, som du ikke har haft tid til.",Not question,0,1,1,1,Sun Dec 22 2019 21:41:33 GMT+0100 (CET)
Han er også lidt sød.,After but,5,4,4,4,Sun Dec 22 2019 21:41:34 GMT+0100 (CET)
Det er dig skat.,Not question,2,0,1,2,Sun Dec 22 2019 21:41:34 GMT+0100 (CET)
"Han kunne godt have givet en hånd med, men han havde ikke lyst.",With but,-4,-2,-2,-2,Sun Dec 22 2019 21:41:35 GMT+0100 (CET)
Jeg er målløs.,Simple negative,-5,4,-3,-4,Sun Dec 22 2019 21:41:35 GMT+0100 (CET)
Har du ikke brug for hjælp?,Questions,0,-1,1,0,Sun Dec 22 2019 21:41:36 GMT+0100 (CET)
Vi havde det godt.,After but,5,3,4,3,Sun Dec 22 2019 21:41:36 GMT+0100 (CET)
Hun klarede det nu meget godt.,After but,5,2,4,3,Sun Dec 22 2019 21:41:37 GMT+0100 (CET)
Du vil ikke lave det.,Not question,-5,5,-4,-3,Sun Dec 22 2019 21:41:37 GMT+0100 (CET)
Jeg har ikke en bedre forklaring selv.,After but,-3,2,-2,-2,Sun Dec 22 2019 21:41:38 GMT+0100 (CET)
Det var sådan du havde det.,Not question,-3,1,0,-2,Sun Dec 22 2019 21:41:38 GMT+0100 (CET)
"Det er noget af det bedste, jeg har set.",Simple positive,5,4,2,3,Sun Dec 22 2019 21:41:39 GMT+0100 (CET)
"Jeg tror ikke, hun har forstået det, men hun klarede det nu meget godt.",With but,-3,4,-3,-4,Sun Dec 22 2019 21:41:39 GMT+0100 (CET)
"Gud ja, det havde jeg glemt.",Simple negative,0,1,2,0,Sun Dec 22 2019 21:41:40 GMT+0100 (CET)
"Det går alt for vidt, når man som ansat på et institut får en sådan opfordring af en leder.",Simple negative,-3,4,-3,-2,Mon Dec 23 2019 10:53:26 GMT+0100 (CET)
"Ingen kan være i tvivl om, at det er fortjent",Simple positive,0,0,0,0,Mon Dec 23 2019 10:53:27 GMT+0100 (CET)
Den stakkels landmand må få en traktor.,Not question,1,-2,0,2,Mon Dec 23 2019 10:53:28 GMT+0100 (CET)
Det tror jeg ikke på.,Before but,-1,2,3,-3,Mon Dec 23 2019 10:53:28 GMT+0100 (CET)
Det virker ikke.,Not question,-3,4,-3,-2,Mon Dec 23 2019 10:53:29 GMT+0100 (CET)
Man kunne have udfordret denne holdning.,Complex sentences,0,3,-3,1,Mon Dec 23 2019 10:53:29 GMT+0100 (CET)
Du burde gøre mere end at blande dig.,Complex sentences,-3,3,-1,0,Mon Dec 23 2019 10:53:30 GMT+0100 (CET)
Jeg har ikke en bedre forklaring selv.,After but,0,-1,-3,0,Mon Dec 23 2019 10:53:30 GMT+0100 (CET)
Vi kan vinde!,Simple positive,4,-4,1,5,Mon Dec 23 2019 10:53:30 GMT+0100 (CET)
Du kommer i morgen.,Not question,0,-1,1,0,Mon Dec 23 2019 10:53:31 GMT+0100 (CET)
Vi sender et klart signal.,Simple positive,0,-1,2,0,Mon Dec 23 2019 10:53:31 GMT+0100 (CET)
Er det dig skat?,Questions,3,-3,2,3,Mon Dec 23 2019 10:53:32 GMT+0100 (CET)
"Når alle udgifter og indtægter er gjort op, viser budgetopfølgningen, at året forventes at slutte med god balance i regnskabet.",Complex sentences,2,-3,3,2,Mon Dec 23 2019 10:53:32 GMT+0100 (CET)
Jeg ville have stået op hele tiden.,Before but,-4,4,-4,-4,Mon Dec 23 2019 10:53:33 GMT+0100 (CET)
"Der er faktisk mange ældre, der heller ikke taler så kønt, og de lægger nok ikke altid mærke til det selv.",Complex sentences,-2,2,-1,0,Mon Dec 23 2019 10:53:33 GMT+0100 (CET)
Det må I vurdere.,Simple positive,-2,2,-3,-1,Mon Dec 23 2019 10:53:33 GMT+0100 (CET)
"Jeg tror ikke, hun har forstået det.",Before but,-4,4,-3,-4,Mon Dec 23 2019 10:53:34 GMT+0100 (CET)
"Hun havde en god og tryg opvækst i barndommen, men som 12-13 årig havnede hun i det forkerte selskab.",Complex sentences,0,1,-1,0,Mon Dec 23 2019 10:53:34 GMT+0100 (CET)
Hun klarede det nu meget godt.,After but,2,-2,2,1,Mon Dec 23 2019 10:53:35 GMT+0100 (CET)
Pas på rovfiskene!,Simple negative,-1,2,-1,0,Mon Dec 23 2019 10:53:35 GMT+0100 (CET)
